player_id,g,ab,r,h,x2b,x3b,hr,rbi,sb,cs,bb,so,last_year
maholpa01,273,478,20,52,4,0,2,18,0,0,24,252,2014
mahompa01,313,43,6,11,4,0,0,4,0,0,1,16,2003
mainejo01,116,166,10,16,1,0,1,8,0,0,11,84,2013
mantema01,315,5,0,1,0,0,0,0,0,0,0,2,2005
manzajo01,268,12,0,1,0,0,0,0,0,0,0,6,2004
marcush01,197,129,6,17,5,0,1,8,0,0,9,44,2015
markani01,1679,6542,889,1889,392,17,157,800,63,28,694,958,2016
marquja01,448,663,66,130,35,2,5,57,1,0,13,167,2015
marreel01,724,1906,262,463,99,12,66,261,56,11,168,372,2006
martean01,308,854,86,186,45,6,21,99,1,6,67,180,2014
marteda01,570,9,0,0,0,0,0,0,0,0,0,3,2010
martial03,1232,4242,664,1172,220,48,132,485,173,65,390,879,2003
martied01,2055,7213,1219,2247,514,15,309,1261,49,30,1283,1202,2004
martira03,798,1952,223,512,98,10,29,242,10,7,170,267,2009
martiru01,1429,4896,688,1246,230,9,162,691,99,46,656,986,2016
martisa01,218,564,39,130,32,4,6,51,1,0,37,147,2004
martiti02,2023,7111,1008,1925,365,21,339,1271,27,20,780,1069,2005
martito02,376,12,0,0,0,0,0,0,0,0,0,4,2007
martivi01,1733,6438,844,1936,386,3,227,1077,7,7,662,779,2016
masseni01,387,5,0,0,0,0,0,0,0,0,0,5,2015
mathemi01,1305,3877,353,925,190,9,67,443,8,14,266,795,2006
mathije01,707,2038,204,401,83,4,45,234,9,8,151,629,2016
matsuhi01,1236,4442,656,1253,249,12,175,760,13,9,547,689,2012
matthga02,1281,4103,612,1056,225,29,108,484,95,36,454,849,2010
mauerjo01,1590,5919,885,1826,365,28,130,804,50,17,822,865,2016
maybica01,796,2727,403,706,114,29,46,252,131,36,239,643,2016
mayda02,161,26,1,2,0,0,0,0,0,0,1,13,2005
maynebr01,1279,3614,359,951,178,8,38,403,18,27,370,580,2004
mccanbr01,1510,5252,645,1397,270,4,245,888,24,8,552,903,2016
mccarbr01,221,94,0,5,0,0,0,5,0,0,6,41,2016
mccarda01,632,1493,182,362,68,8,36,175,9,9,126,367,2005
mcclasc01,44,78,11,15,2,0,2,8,0,1,9,18,2008
mccraqu01,998,2462,359,675,118,32,21,244,89,44,229,445,2006
mcdonda02,331,764,102,191,42,5,20,83,14,5,68,185,2013
mcdonjo03,1100,2434,276,568,105,14,28,210,34,19,118,379,2014
mcgowdu01,228,21,1,2,0,0,0,0,0,0,0,13,2016
mcgrifr01,2460,8757,1349,2490,441,24,493,1550,72,38,1305,1882,2004
mclemma01,1832,6192,943,1602,255,47,53,615,272,119,875,983,2004
mclouna01,1045,3257,521,803,191,19,101,333,133,24,366,639,2014
mechegi01,258,23,1,3,0,0,0,2,0,0,0,9,2010
mecirji01,474,1,0,0,0,0,0,0,0,0,0,0,2005
mendora01,342,3,0,0,0,0,0,0,0,0,0,3,2005
mercejo02,145,19,0,1,0,0,0,0,0,0,0,12,2003
merceor01,1391,3998,564,1108,229,28,103,585,57,29,487,661,2003
merckke01,698,248,12,28,5,2,1,18,0,0,11,115,2008
mesajo01,1023,2,1,0,0,0,0,0,0,0,1,1,2007
micelda01,631,22,0,2,0,0,0,0,0,0,0,10,2006
michaja01,1031,2332,332,613,140,10,59,299,22,18,243,496,2011
mientdo01,1087,3312,422,899,221,11,66,405,14,15,438,472,2009
millake01,1427,4688,648,1284,296,15,170,699,7,9,564,838,2009
millean01,390,72,1,4,0,0,0,3,0,0,0,36,2016
milleco01,216,539,43,104,28,0,11,67,1,0,49,123,2013
milleda02,989,3182,361,834,205,4,87,406,5,5,303,772,2007
milletr02,694,6,1,1,1,0,0,0,0,0,0,1,2011
millwke01,451,472,22,57,15,0,4,27,0,0,21,219,2012
miltoer01,275,205,20,36,5,1,2,16,0,0,10,90,2009
mirabdo01,566,1456,162,337,78,2,58,206,3,0,165,415,2007
moehlbr01,334,202,4,9,2,0,0,5,0,0,9,93,2010
moellch01,501,1392,146,315,74,7,29,132,2,4,108,331,2010
molinbe01,1362,4812,457,1317,217,6,144,711,3,7,208,471,2010
molinjo01,947,2546,240,592,117,3,39,223,20,7,154,576,2014
molinya01,1611,5591,541,1593,308,6,108,703,47,30,427,584,2016
mondera01,1525,5814,909,1589,319,49,271,860,229,92,475,1130,2005
montemi01,1105,3605,434,933,191,7,120,534,4,9,421,831,2016
moralfr01,305,62,4,11,0,0,0,2,0,0,4,27,2016
moralke01,1030,3716,454,1014,215,6,162,586,4,12,298,725,2016
morame01,1556,5422,794,1503,283,19,171,754,93,55,520,953,2011
mordemi01,793,1362,157,333,75,7,24,132,13,13,112,261,2005
morneju01,1545,5699,772,1603,349,23,247,985,5,10,573,988,2016
morrima01,309,543,35,92,18,0,2,38,0,1,27,216,2008
morrobr01,254,23,0,0,0,0,0,0,0,0,1,14,2016
morsemi01,808,2533,295,698,138,8,104,352,6,6,175,654,2016
mosquju01,12,31,2,7,3,0,0,2,0,1,0,5,2005
mossbr01,898,2771,378,667,145,17,138,423,9,11,291,840,2016
motagu01,743,48,4,9,2,0,2,7,0,0,0,21,2012
mottoch01,59,125,17,25,6,0,4,12,2,2,10,28,2006
moyerja01,701,400,24,51,5,0,0,15,0,0,35,152,2012
moylape01,382,7,0,0,0,0,0,0,0,0,1,6,2016
muellbi02,1216,4223,663,1229,265,22,85,493,20,18,543,571,2006
mujiced01,494,11,1,2,0,0,0,0,0,0,0,4,2015
mulhote01,687,619,26,69,13,1,2,23,1,1,13,281,2006
munsoer01,361,1056,97,226,37,3,49,147,4,2,104,234,2009
murphda07,1110,3467,440,950,203,16,104,472,54,28,316,575,2015
murphdo01,335,838,102,178,46,4,33,119,7,4,64,264,2014
mussimi01,537,52,3,9,1,0,0,5,0,0,1,9,2008
myersbr01,383,471,22,63,11,0,0,12,0,0,25,161,2013
myersgr01,1108,3042,333,776,150,7,87,396,3,12,268,539,2005
myersmi01,883,2,0,0,0,0,0,0,0,0,0,1,2007
nadyxa01,961,2969,365,797,159,7,104,410,19,8,189,626,2014
nagych01,320,19,3,2,0,0,0,0,0,0,0,10,2003
napolmi01,1268,4147,637,1043,213,10,238,678,38,22,601,1305,2016
narvech01,118,119,6,25,3,0,0,13,0,0,5,48,2016
nathajo01,787,63,4,10,3,0,2,4,0,0,3,17,2016
navardi01,1009,3207,322,802,142,6,77,367,14,12,265,518,2016
neaglde01,398,531,31,87,17,0,5,44,0,1,19,155,2003
nelsoje01,798,2,0,0,0,0,0,0,0,0,0,0,2006
nelsojo01,157,1,1,0,0,0,0,0,0,0,0,0,2010
neshepa01,423,0,0,0,0,0,0,0,0,0,0,0,2016
nevinph01,1217,4188,584,1131,209,6,208,743,18,5,449,1019,2006
newhada01,413,986,148,249,37,10,23,120,29,6,80,210,2008
nievewi01,427,1164,88,281,54,2,10,114,3,2,61,228,2015
nitkocj01,337,15,1,2,0,0,0,1,0,0,0,10,2005
nixla01,758,1915,235,460,110,11,69,249,9,5,122,534,2013
nixontr01,1092,3627,579,995,222,28,137,555,30,13,504,689,2008
nolasri01,297,377,19,51,12,0,1,26,0,0,23,177,2016
nomohi01,324,485,22,65,14,1,4,26,0,0,13,222,2008
nortogr01,1107,2410,315,600,126,8,89,338,15,18,323,604,2009
nunezab01,1030,2486,286,601,88,19,18,209,38,16,250,447,2008
nunezle01,349,1,0,0,0,0,0,0,0,0,0,0,2014
nunezvl01,254,60,3,8,0,0,1,5,0,0,1,20,2009
offerjo01,1651,5681,840,1551,252,72,57,537,172,100,772,914,2005
oflaher01,474,2,0,0,0,0,0,0,0,0,0,2,2016
ohkato01,204,240,8,33,2,0,0,15,1,0,10,95,2009
ohlenro01,209,137,5,10,0,0,1,5,0,0,4,67,2016
ohmanwi01,483,5,0,2,0,0,0,1,0,0,1,2,2012
ojedaau01,502,1062,135,249,44,9,7,81,7,4,119,115,2010
oleartr01,1198,4010,547,1100,234,40,127,591,17,22,334,661,2003
olerujo01,2234,7592,1139,2239,500,13,255,1230,11,14,1275,1016,2005
oliveda02,775,217,17,48,11,0,1,20,0,0,8,74,2013
olivomi01,1124,3765,435,905,177,26,145,490,53,34,158,1060,2014
olmedra01,218,444,53,102,18,2,2,27,6,1,26,90,2012
ordazlu01,206,440,51,96,13,0,0,30,12,5,34,53,2006
ordonma01,1848,6978,1076,2156,426,21,294,1236,94,50,651,852,2011
oroscje01,1252,59,3,10,0,0,0,4,0,0,8,25,2003
ortizda01,2408,8640,1419,2472,632,19,541,1768,17,9,1319,1750,2016
ortizra01,308,144,8,11,2,0,1,4,0,0,5,62,2013
ortizru01,316,507,45,104,23,0,7,49,0,0,35,135,2010
osbordo01,166,259,18,42,10,1,1,19,1,1,12,87,2004
osikke01,456,1123,96,259,55,4,13,108,6,4,111,202,2005
osunaan01,411,9,0,1,0,0,0,1,0,0,1,1,2005
oswalro01,370,657,30,101,7,0,1,36,0,0,27,181,2013
overbly01,1587,5102,645,1355,356,12,151,675,19,7,638,1108,2014
padilvi01,386,251,13,27,4,1,0,17,0,0,16,130,2012
paganan01,1124,4084,584,1143,220,55,64,414,176,51,319,638,2016
paintla01,315,65,6,10,2,1,0,5,0,0,2,33,2003
palmede01,1357,4902,734,1229,231,15,275,849,48,31,502,1332,2003
palmeor01,1206,2335,306,640,113,14,12,226,37,28,265,230,2007
palmera01,2831,10472,1663,3020,585,38,569,1835,97,40,1353,1348,2005
papeljo01,689,0,0,0,0,0,0,0,0,0,0,0,2016
paquecr01,814,2591,304,620,128,10,99,377,27,13,120,620,2003
parkch01,479,430,27,77,15,1,3,31,0,0,20,155,2010
parrajo01,82,0,0,0,0,0,0,0,0,0,2,0,2004
parrijo01,184,1,0,0,0,0,0,0,0,0,0,0,2010
patteco01,1230,4171,571,1050,197,34,118,431,218,64,206,933,2011
pavanca01,302,311,14,44,8,2,2,14,0,0,4,123,2012
paytoja01,1259,4154,561,1157,193,30,119,522,47,32,255,503,2010
pearcst01,569,1639,208,416,96,6,66,215,13,7,177,369,2016
peavyja01,393,519,48,87,17,1,3,33,0,2,22,165,2016
pedrodu01,1398,5594,874,1683,375,15,133,662,134,43,572,603,2016
pelfrmi01,241,268,13,28,5,0,0,13,0,0,13,72,2016
penabr01,638,1807,136,468,93,2,23,164,6,7,105,214,2016
penaca01,1493,4949,745,1146,231,26,286,818,29,22,817,1577,2014
penawi01,599,1703,211,425,70,5,84,240,12,8,111,559,2011
pencehu01,1376,5354,760,1520,283,47,207,786,107,50,440,1090,2016
pennybr01,351,529,27,83,17,2,3,34,0,0,3,173,2014
peraljh01,1777,6545,838,1750,376,24,202,873,17,27,602,1437,2016
peraljo01,621,7,1,1,1,0,0,2,0,0,0,4,2016
percitr01,703,5,0,0,0,0,0,0,0,0,0,5,2009
perezed01,754,1800,238,445,88,3,79,294,19,13,194,393,2006
perezed02,564,1525,137,386,85,2,40,172,1,4,84,234,2005
perezne01,1403,5127,640,1370,238,61,64,489,57,45,231,503,2007
perezod01,254,340,25,45,10,0,1,12,0,0,6,85,2008
perezol01,504,344,14,56,2,0,0,15,3,1,14,116,2016
perezto03,789,1896,205,455,96,13,24,180,6,7,131,341,2008
perkigl01,401,4,0,0,0,0,0,0,0,0,0,4,2016
perryhe01,529,1696,241,461,102,6,55,246,12,8,128,291,2004
petagro01,242,366,48,83,17,1,12,54,1,2,63,103,2006
petityu01,197,118,6,6,0,0,0,3,0,0,3,49,2016
pettian01,533,196,6,27,6,0,1,13,0,0,6,66,2013
phillbr01,1749,6783,920,1863,334,34,197,889,198,76,395,1012,2016
pierrju01,1994,7525,1075,2217,255,94,18,517,614,203,464,479,2013
pierzaj01,2059,7290,807,2043,407,24,188,909,15,23,308,895,2016
pineijo01,344,167,13,17,6,0,0,10,1,0,11,97,2011
plesada01,1064,15,0,1,0,0,0,0,0,0,0,10,2003
podsesc01,1079,3906,563,1096,178,41,42,312,309,104,333,630,2012
polanpl01,1927,7214,1009,2142,348,32,104,723,81,30,429,538,2013
ponsosi01,298,65,4,9,3,0,0,1,0,1,3,22,2009
posadjo01,1829,6092,900,1664,379,10,275,1065,20,21,936,1453,2011
powelja04,513,12,0,2,0,0,0,1,0,0,0,8,2005
pradoma01,1263,4791,609,1402,289,27,95,564,39,27,356,578,2016
prattto02,662,1612,194,404,84,3,49,224,6,2,208,454,2006
pridecu01,421,796,132,199,39,12,20,82,29,14,85,211,2006
princto01,519,1190,113,248,66,4,24,140,9,8,105,252,2003
pujolal01,2426,9138,1670,2825,602,16,591,1817,107,41,1214,1053,2016
pulidca01,32,0,0,0,0,0,0,0,0,0,0,0,2004
pulsibi01,107,81,7,10,2,0,0,4,0,0,5,40,2005
puntoni01,1163,3253,421,798,141,27,19,263,104,36,386,651,2014
putzjj01,572,0,0,0,0,0,0,0,0,0,0,0,2014
quallch01,825,6,0,0,0,0,0,0,0,0,0,5,2016
quantpa01,841,67,5,7,0,0,0,0,0,0,4,29,2005
quinthu01,471,1346,95,315,61,2,20,127,1,3,47,294,2014
quintom01,402,1035,118,228,43,5,8,74,5,3,96,238,2014
quirogu01,148,346,24,69,18,0,3,34,1,0,22,85,2014
